Disease,DOIDId,Symptom,SymptomId,,,Total number of disease
obsolete coxsackie meningitis,DOID:2324,neck pain ,SYMP:0000829,,,
gastroenteritis,DOID:2326,is_a,DOID:77,,,
viral gastritis,DOID:2327,is_a,DOID:4029,,,
viral gastritis,DOID:2327,is_a,DOID:934,,,
obsolete astrovirus gastroenteritis,DOID:2328,nausea ,SYMP:0000458,,,
obsolete astrovirus gastroenteritis,DOID:2328,abdominal pain ,SYMP:0000457,,,
obsolete astrovirus gastroenteritis,DOID:2328,vomiting ,SYMP:0019145,,,
obsolete astrovirus gastroenteritis,DOID:2328,fever ,SYMP:0000613,,,
obsolete Rotavirus gastroenteritis,DOID:2329,fever ,SYMP:0000613,,,
obsolete Rotavirus gastroenteritis,DOID:2329,vomiting ,SYMP:0019145,,,
obsolete Rotavirus gastroenteritis,DOID:2329,diarrhea ,SYMP:0000570,,,
obsolete Rotavirus gastroenteritis,DOID:2329,abdominal pain ,SYMP:0000457,,,
mandibular cancer,DOID:2338,is_a,DOID:1862,,,
Crouzon syndrome,DOID:2339,is_a,DOID:2340,,,
colon adenocarcinoma,DOID:234,is_a,DOID:1520,,,
colon adenocarcinoma,DOID:234,is_a,DOID:299,,,
polyclonal hypergammaglobulinemia,DOID:2344,is_a,DOID:2345,,,
plasma protein metabolism disease,DOID:2345,is_a,DOID:655,,,
monoclonal paraproteinemia,DOID:2346,is_a,DOID:2345,,,
generalized atherosclerosis,DOID:2347,is_a,DOID:1936,,,
arteriosclerotic cardiovascular disease,DOID:2348,is_a,DOID:2349,,,
arteriosclerosis,DOID:2349,is_a,DOID:0050828,,,
colonic benign neoplasm,DOID:235,is_a,DOID:1475,,,
colonic benign neoplasm,DOID:235,is_a,DOID:4610,,,
colonic benign neoplasm,DOID:235,is_a,DOID:5353,,,
iron metabolism disease,DOID:2351,is_a,DOID:0050032,,,
myelophthisic anemia,DOID:2354,is_a,DOID:12449,,,
macrocytic anemia,DOID:2361,is_a,DOID:2355,,,
post-thrombotic syndrome,DOID:2364,is_a,DOID:10128,,,
West Nile encephalitis,DOID:2365,high fever ,SYMP:0000882,,,
West Nile encephalitis,DOID:2365,headache ,SYMP:0000504,,,
West Nile encephalitis,DOID:2365,coma ,SYMP:0000605,,,
West Nile encephalitis,DOID:2365,convulsions ,SYMP:0000596,,,
West Nile encephalitis,DOID:2365,muscle weakness ,SYMP:0000094,,,
West Nile encephalitis,DOID:2365,paralysis ,SYMP:0000030,,,
West Nile encephalitis,DOID:2365,is_a,DOID:934,,,
West Nile encephalitis,DOID:2365,is_a,DOID:936,,,
West Nile fever,DOID:2366,fever ,SYMP:0000613,,,
West Nile fever,DOID:2366,headache ,SYMP:0000504,,,
West Nile fever,DOID:2366,body ache ,SYMP:0000230,,,
West Nile fever,DOID:2366,nausea ,SYMP:0000458,,,
West Nile fever,DOID:2366,maculopapular rash ,SYMP:0000636,,,
West Nile fever,DOID:2366,vomiting ,SYMP:0019145,,,
West Nile fever,DOID:2366,is_a,DOID:934,,,
neuroaxonal dystrophy,DOID:2367,is_a,DOID:1443,,,
gangliosidosis,DOID:2368,is_a,DOID:0050737,,,
gangliosidosis,DOID:2368,is_a,DOID:1927,,,
hereditary elliptocytosis,DOID:2373,is_a,DOID:74,,,
relapsing-remitting multiple sclerosis,DOID:2378,is_a,DOID:2377,,,
pupil disease,DOID:238,is_a,DOID:5614,,,
kernicterus,DOID:2382,is_a,DOID:936,,,
neonatal jaundice,DOID:2383,is_a,DOID:10123,,,
Wernicke encephalopathy,DOID:2384,is_a,DOID:936,,,
renal artery disease,DOID:2388,is_a,DOID:0050828,,,
glandular cystitis,DOID:2392,is_a,DOID:1680,,,
iris disease,DOID:240,is_a,DOID:3480,,,
clitoris cancer,DOID:2401,is_a,DOID:1245,,,
rhinosporidiosis,DOID:2409,is_a,DOID:0050291,,,
skin granular cell tumor,DOID:2410,is_a,DOID:3165,,,
granular cell tumor,DOID:2411,is_a,DOID:3165,,,
cutaneous ganglioneuroma,DOID:2425,is_a,DOID:3165,,,
gangliocytoma,DOID:2426,is_a,DOID:0060090,,,
skin glomus tumor,DOID:2430,is_a,DOID:2431,,,
skin glomus tumor,DOID:2430,is_a,DOID:4159,,,
glomus tumor,DOID:2431,is_a,DOID:3850,,,
epidermal appendage tumor,DOID:2433,is_a,DOID:3165,,,
skin glomangioma,DOID:2435,is_a,DOID:2436,,,
skin glomangioma,DOID:2435,is_a,DOID:3165,,,
glomangioma,DOID:2436,is_a,DOID:5238,,,
dermis tumor,DOID:2438,is_a,DOID:3165,,,
frontal sinus squamous cell carcinoma,DOID:2441,is_a,DOID:1360,,,
frontal sinus squamous cell carcinoma,DOID:2441,is_a,DOID:1749,,,
hyperpituitarism,DOID:2444,is_a,DOID:53,,,
central retinal vein occlusion,DOID:2450,is_a,DOID:1727,,,
protein S deficiency,DOID:2451,is_a,DOID:2452,,,
thrombophilia,DOID:2452,is_a,DOID:1247,,,
angular blepharoconjunctivitis,DOID:2455,is_a,DOID:2456,,,
blepharoconjunctivitis,DOID:2456,is_a,DOID:9423,,,
giant papillary conjunctivitis,DOID:2457,is_a,DOID:2458,,,
papillary conjunctivitis,DOID:2458,is_a,DOID:6195,,,
anterior dislocation of lens,DOID:2460,is_a,DOID:1242,,,
retinal vascular disease,DOID:2462,is_a,DOID:178,,,
retinal vascular disease,DOID:2462,is_a,DOID:5679,,,
psychotic disorder,DOID:2468,is_a,DOID:1561,,,
opportunistic mycosis,DOID:2473,is_a,DOID:0050136,,,
vernal conjunctivitis,DOID:2474,is_a,DOID:2475,,,
chronic conjunctivitis,DOID:2475,is_a,DOID:6195,,,
hereditary spastic paraplegia,DOID:2476,is_a,DOID:607,,,
motor peripheral neuropathy,DOID:2477,is_a,DOID:870,,,
central nervous system origin vertigo,DOID:2479,dizziness ,SYMP:0000610,,,
central nervous system origin vertigo,DOID:2479,nausea ,SYMP:0000458,,,
central nervous system origin vertigo,DOID:2479,vomiting ,SYMP:0019145,,,
central nervous system origin vertigo,DOID:2479,is_a,DOID:936,,,
trachea leiomyoma,DOID:248,is_a,DOID:0050621,,,
trachea leiomyoma,DOID:248,is_a,DOID:127,,,
trachea leiomyoma,DOID:248,is_a,DOID:3225,,,
phosphorus metabolism disease,DOID:2485,is_a,DOID:0050032,,,
congenital nervous system abnormality,DOID:2490,is_a,DOID:0080015,,,
congenital nervous system abnormality,DOID:2490,is_a,DOID:863,,,
sensory peripheral neuropathy,DOID:2491,is_a,DOID:870,,,
gastric antral vascular ectasia,DOID:2493,is_a,DOID:1271,,,
angiodysplasia,DOID:2494,is_a,DOID:178,,,
senile angioma,DOID:2495,is_a,DOID:3165,,,
enamel erosion,DOID:2497,is_a,DOID:2498,,,
tooth erosion,DOID:2498,is_a,DOID:214,,,
alcohol-induced mental disorder,DOID:251,is_a,DOID:8646,,,
Kluver-Bucy syndrome,DOID:2510,is_a,DOID:10937,,,
nevoid basal cell carcinoma syndrome,DOID:2512,is_a,DOID:225,,,
intracranial cavernous angioma,DOID:2516,is_a,DOID:2517,,,
intracranial structure hemangioma,DOID:2517,is_a,DOID:255,,,
testicular disease,DOID:2519,is_a,DOID:2277,,,
testicular disease,DOID:2519,is_a,DOID:48,,,
alcoholic psychosis,DOID:252,is_a,DOID:251,,,
prostate adenocarcinoma,DOID:2526,is_a,DOID:10286,,,
prostate adenocarcinoma,DOID:2526,is_a,DOID:299,,,
nephrosis,DOID:2527,is_a,DOID:576,,,
obsolete myeloid metaplasia,DOID:2528,bone pain ,SYMP:0020023,,,
obsolete myeloid metaplasia,DOID:2528,fatigue ,SYMP:0019177,,,
splenic disease,DOID:2529,is_a,DOID:75,,,
splenic abscess,DOID:2530,is_a,DOID:2529,,,
hematologic cancer,DOID:2531,is_a,DOID:0050686,,,
hematologic cancer,DOID:2531,is_a,DOID:74,,,
splenic infarction,DOID:2533,is_a,DOID:2529,,,
chronic inflammatory demyelinating polyneuritis,DOID:2536,is_a,DOID:2537,,,
inflammatory and toxic neuropathy,DOID:2537,is_a,DOID:870,,,
Landau-Kleffner syndrome,DOID:2538,is_a,DOID:0050704,,,
hemangioma of intra-abdominal structure,DOID:254,is_a,DOID:255,,,
extratemporal epilepsy,DOID:2544,is_a,DOID:1826,,,
reflex epilepsy,DOID:2548,is_a,DOID:0050706,,,
tactile epilepsy,DOID:2550,is_a,DOID:2548,,,
granulomatous angiitis,DOID:2555,is_a,DOID:865,,,
relapsing polychondritis,DOID:2556,is_a,DOID:0060032,,,
relapsing polychondritis,DOID:2556,is_a,DOID:2557,,,
chondromalacia,DOID:2557,is_a,DOID:6227,,,
opiate dependence,DOID:2559,is_a,DOID:9974,,,
hemangioma of spleen,DOID:256,is_a,DOID:2529,,,
morphine dependence,DOID:2560,is_a,DOID:2559,,,
suppurative periapical periodontitis,DOID:2562,is_a,DOID:823,,,
macular corneal dystrophy,DOID:2565,is_a,DOID:0060442,,,
corneal dystrophy,DOID:2566,is_a,DOID:10124,,,
retinal drusen,DOID:2569,is_a,DOID:2007,,,
malignant histiocytic disease,DOID:2570,is_a,DOID:3405,,,
Langerhans-cell histiocytosis,DOID:2571,is_a,DOID:3405,,,
barbiturate dependence,DOID:2575,is_a,DOID:9974,,,
rhizomelic chondrodysplasia punctata,DOID:2580,is_a,DOID:0050737,,,
rhizomelic chondrodysplasia punctata,DOID:2580,is_a,DOID:2581,,,
chondrodysplasia punctata,DOID:2581,is_a,DOID:0050177,,,
chondrodysplasia punctata,DOID:2581,is_a,DOID:225,,,
acatalasia,DOID:2582,is_a,DOID:906,,,
agammaglobulinemia,DOID:2583,is_a,DOID:2115,,,
familial nephrotic syndrome,DOID:2590,is_a,DOID:0050177,,,
familial nephrotic syndrome,DOID:2590,is_a,DOID:1184,,,
glottis cancer,DOID:2595,is_a,DOID:2596,,,
larynx cancer,DOID:2596,is_a,DOID:0050615,,,
larynx cancer,DOID:2596,is_a,DOID:786,,,
glottis neoplasm,DOID:2597,is_a,DOID:2598,,,
laryngeal benign neoplasm,DOID:2598,is_a,DOID:0050621,,,
laryngeal benign neoplasm,DOID:2598,is_a,DOID:786,,,
glottis carcinoma,DOID:2599,is_a,DOID:2595,,,
glottis carcinoma,DOID:2599,is_a,DOID:305,,,
pancreas disease,DOID:26,is_a,DOID:28,,,
hepatic flexure cancer,DOID:260,is_a,DOID:218,,,
laryngeal carcinoma,DOID:2600,is_a,DOID:2596,,,
laryngeal carcinoma,DOID:2600,is_a,DOID:305,,,
juxtacortical chondroma,DOID:2601,is_a,DOID:2602,,,
chondroma,DOID:2602,is_a,DOID:0060084,,,
adenomyoma,DOID:2609,is_a,DOID:0060084,,,
transverse colon cancer,DOID:261,is_a,DOID:219,,,
serous surface papilloma,DOID:2614,is_a,DOID:2615,,,
papilloma,DOID:2615,is_a,DOID:0060084,,,
Wolffian duct adenoma,DOID:2616,is_a,DOID:0050622,,,
Wolffian duct adenoma,DOID:2616,is_a,DOID:657,,,
kidney hemangiopericytoma,DOID:262,is_a,DOID:263,,,
autonomic nervous system neoplasm,DOID:2621,is_a,DOID:1192,,,
choroid plexus papilloma,DOID:2626,is_a,DOID:2615,,,
choroid plexus papilloma,DOID:2626,is_a,DOID:60007,,,
papillary serous adenocarcinoma,DOID:2632,is_a,DOID:3112,,,
cystadenoma,DOID:2634,is_a,DOID:657,,,
ovarian Brenner tumor,DOID:2636,is_a,DOID:0060112,,,
breast pericanalicular fibroadenoma,DOID:2639,is_a,DOID:1618,,,
hemangiopericytoma,DOID:264,is_a,DOID:3850,,,
struma ovarii,DOID:2640,is_a,DOID:2641,,,
ovarian germ cell monodermal and highly specialized teratoma,DOID:2641,is_a,DOID:5207,,,
perivascular epithelioid cell tumor,DOID:2643,is_a,DOID:3316,,,
benign mesothelioma,DOID:2645,is_a,DOID:3314,,,
parachordoma,DOID:2647,is_a,DOID:3350,,,
sebaceous adenoma,DOID:2648,is_a,DOID:5759,,,
chondroblastoma,DOID:2649,is_a,DOID:0060084,,,
chondroblastoma,DOID:2649,is_a,DOID:0060123,,,
spleen angiosarcoma,DOID:265,is_a,DOID:0001816,,,
spleen angiosarcoma,DOID:265,is_a,DOID:672,,,
benign fibrous mesothelioma,DOID:2653,is_a,DOID:2645,,,
breast intracanalicular fibroadenoma,DOID:2656,is_a,DOID:1618,,,
dermoid cyst,DOID:2658,is_a,DOID:2660,,,
cystic teratoma,DOID:2660,is_a,DOID:0080602,,,
myoepithelioma,DOID:2661,is_a,DOID:2664,,,
sweat gland benign neoplasm,DOID:2664,is_a,DOID:1383,,,
sweat gland benign neoplasm,DOID:2664,is_a,DOID:3165,,,
mesenchymoma,DOID:2668,is_a,DOID:201,,,
Pacinian tumor,DOID:2669,is_a,DOID:962,,,
transitional papilloma,DOID:2670,is_a,DOID:2615,,,
transitional cell carcinoma,DOID:2671,is_a,DOID:305,,,
adult cystic nephroma,DOID:2673,is_a,DOID:0080615,,,
dysembryoplastic neuroepithelial tumor,DOID:2679,is_a,DOID:0060090,,,
liver angiosarcoma,DOID:268,is_a,DOID:0001816,,,
liver angiosarcoma,DOID:268,is_a,DOID:272,,,
liver angiosarcoma,DOID:268,is_a,DOID:3571,,,
intracystic papillary adenoma,DOID:2682,is_a,DOID:657,,,
adenofibroma,DOID:2683,is_a,DOID:0060084,,,
ossifying fibromyxoid tumor,DOID:2685,is_a,DOID:3350,,,
skin sarcoma,DOID:2687,is_a,DOID:1115,,,
skin sarcoma,DOID:2687,is_a,DOID:4159,,,
lymphangiosarcoma,DOID:2689,is_a,DOID:0060073,,,
myoma,DOID:2691,is_a,DOID:0060095,,,
myoma,DOID:2691,is_a,DOID:461,,,
Leydig cell tumor,DOID:2696,is_a,DOID:192,,,
renal adenoma,DOID:2697,is_a,DOID:3116,,,
renal adenoma,DOID:2697,is_a,DOID:657,,,
nephrogenic adenofibroma,DOID:2698,is_a,DOID:3116,,,
liver sarcoma,DOID:270,is_a,DOID:3571,,,
mucinous adenofibroma,DOID:2700,is_a,DOID:2683,,,
nodular tenosynovitis,DOID:2701,is_a,DOID:0060123,,,
pigmented villonodular synovitis,DOID:2702,is_a,DOID:2703,,,
synovitis,DOID:2703,is_a,DOID:65,,,
malignant giant cell tumor of the tendon sheath,DOID:2704,is_a,DOID:2706,,,
malignant giant cell tumor,DOID:2705,is_a,DOID:201,,,
synovium cancer,DOID:2706,is_a,DOID:201,,,
mushroom workers' lung,DOID:2708,is_a,DOID:841,,,
hemangioma of liver,DOID:271,is_a,DOID:255,,,
hemangioma of liver,DOID:271,is_a,DOID:272,,,
hemangioma of liver,DOID:271,is_a,DOID:916,,,
sick building syndrome,DOID:2710,is_a,DOID:841,,,
phimosis,DOID:2712,is_a,DOID:1529,,,
Bloom syndrome,DOID:2717,is_a,DOID:0050737,,,
Bloom syndrome,DOID:2717,is_a,DOID:225,,,
hemopneumothorax,DOID:2718,is_a,DOID:1673,,,
hepatic vascular disease,DOID:272,is_a,DOID:178,,,
hepatic vascular disease,DOID:272,is_a,DOID:409,,,
acrodermatitis,DOID:2722,is_a,DOID:2723,,,
capillary hemangioma,DOID:2725,is_a,DOID:0060094,,,
capillary hemangioma,DOID:2725,is_a,DOID:255,,,
capillary hemangioma,DOID:2725,is_a,DOID:930,,,
dyskeratosis congenita,DOID:2729,is_a,DOID:0080578,,,
dyskeratosis congenita,DOID:2729,is_a,DOID:37,,,
vesiculobullous skin disease,DOID:2731,is_a,DOID:8502,,,
Rothmund-Thomson syndrome,DOID:2732,is_a,DOID:37,,,
skin atrophy,DOID:2733,is_a,DOID:37,,,
keratosis follicularis,DOID:2734,is_a,DOID:161,,,
Hajdu-Cheney syndrome,DOID:2736,is_a,DOID:0050736,,,
Hajdu-Cheney syndrome,DOID:2736,is_a,DOID:0080001,,,
pseudoxanthoma elasticum,DOID:2738,is_a,DOID:0050737,,,
pseudoxanthoma elasticum,DOID:2738,is_a,DOID:65,,,
bilirubin metabolic disorder,DOID:2741,is_a,DOID:655,,,
auditory system disease,DOID:2742,is_a,DOID:0050155,,,
pyeloureteritis cystica,DOID:2743,is_a,DOID:2744,,,
pyelitis,DOID:2744,is_a,DOID:557,,,
glycogen storage disease V,DOID:2746,is_a,DOID:0050737,,,
glycogen storage disease V,DOID:2746,is_a,DOID:2747,,,
glycogen storage disease,DOID:2747,is_a,DOID:0050728,,,
glycogen storage disease III,DOID:2748,is_a,DOID:0050737,,,
glycogen storage disease III,DOID:2748,is_a,DOID:2747,,,
glycogen storage disease Ia,DOID:2749,is_a,DOID:0050737,,,
glycogen storage disease Ia,DOID:2749,is_a,DOID:0081329,,,
gastric hemangioma,DOID:275,is_a,DOID:0050624,,,
gastric hemangioma,DOID:275,is_a,DOID:255,,,
gastric hemangioma,DOID:275,is_a,DOID:76,,,
glycogen storage disease IV,DOID:2750,is_a,DOID:0050737,,,
glycogen storage disease IV,DOID:2750,is_a,DOID:2747,,,
glycogen storage disease VIII,DOID:2751,is_a,DOID:0080012,,,
glycogen storage disease VIII,DOID:2751,is_a,DOID:2747,,,
glycogen storage disease II,DOID:2752,is_a,DOID:0050737,,,
glycogen storage disease II,DOID:2752,is_a,DOID:2747,,,
glycogen storage disease VI,DOID:2754,is_a,DOID:0050737,,,
glycogen storage disease VI,DOID:2754,is_a,DOID:2747,,,
Mycobacterium avium complex disease,DOID:2755,is_a,DOID:0050338,,,
bone carcinoma,DOID:2762,is_a,DOID:184,,,
bone carcinoma,DOID:2762,is_a,DOID:305,,,
ethmoid sinus squamous cell carcinoma,DOID:2763,is_a,DOID:1363,,,
ethmoid sinus squamous cell carcinoma,DOID:2763,is_a,DOID:1749,,,
ethmoid sinus adenoid cystic carcinoma,DOID:2764,is_a,DOID:1363,,,
ethmoid sinus adenocarcinoma,DOID:2766,is_a,DOID:1363,,,
ethmoid sinus adenocarcinoma,DOID:2766,is_a,DOID:299,,,
transient tic disorder,DOID:2768,is_a,DOID:2769,,,
tic disorder,DOID:2769,is_a,DOID:0060038,,,
chorioangioma,DOID:277,is_a,DOID:0060095,,,
chorioangioma,DOID:277,is_a,DOID:255,,,
chorioangioma,DOID:277,is_a,DOID:780,,,
irritant dermatitis,DOID:2772,is_a,DOID:2773,,,
long bone adamantinoma,DOID:2775,is_a,DOID:2776,,,
adamantinoma,DOID:2776,is_a,DOID:184,,,
rectosigmoid junction neoplasm,DOID:2780,is_a,DOID:1896,,,
rectosigmoid cancer,DOID:2781,is_a,DOID:2782,,,
rectosigmoid junction cancer,DOID:2782,is_a,DOID:12192,,,
lung sarcoma,DOID:2784,is_a,DOID:1115,,,
lung sarcoma,DOID:2784,is_a,DOID:1324,,,
Dandy-Walker syndrome,DOID:2785,is_a,DOID:2786,,,
cerebellar disease,DOID:2786,ataxia ,SYMP:0000005,,,
cerebellar disease,DOID:2786,dysarthria ,SYMP:0000414,,,
cerebellar disease,DOID:2786,is_a,DOID:936,,,
parasitic protozoa infectious disease,DOID:2789,is_a,DOID:1398,,,
necatoriasis,DOID:2790,is_a,DOID:883,,,
idiopathic interstitial pneumonia,DOID:2797,is_a,DOID:552,,,
bronchiolitis obliterans,DOID:2799,is_a,DOID:1176,,,
bronchiolitis obliterans,DOID:2799,is_a,DOID:3082,,,
endocrine system disease,DOID:28,is_a,DOID:7,,,
acute interstitial pneumonia,DOID:2800,is_a,DOID:2797,,,
nonspecific interstitial pneumonia,DOID:2801,is_a,DOID:2797,,,
middle lobe syndrome,DOID:2810,is_a,DOID:850,,,
malignant neoplasm of acoustic nerve,DOID:2814,is_a,DOID:12657,,,
malignant neoplasm of acoustic nerve,DOID:2814,is_a,DOID:2815,,,
malignant neoplasm of acoustic nerve,DOID:2814,is_a,DOID:833,,,
cranial nerve malignant neoplasm,DOID:2815,is_a,DOID:1192,,,
cranial nerve malignant neoplasm,DOID:2815,is_a,DOID:3620,,,
cranial nerve malignant neoplasm,DOID:2815,is_a,DOID:5656,,,
malignant oculomotor nerve tumor,DOID:2816,is_a,DOID:2817,,,
cranial nerve III tumor,DOID:2817,is_a,DOID:2815,,,
cranial nerve III tumor,DOID:2817,is_a,DOID:562,,,
nose disease,DOID:2825,is_a,DOID:974,,,
acalculous cholecystitis,DOID:2828,is_a,DOID:1949,,,
geotrichosis,DOID:2832,is_a,DOID:2473,,,
dehydration polycythemia,DOID:2833,is_a,DOID:2834,,,
acquired polycythemia,DOID:2834,is_a,DOID:8432,,,
polycythemia due to hypoxia,DOID:2835,is_a,DOID:2834,,,
stress polycythemia,DOID:2838,is_a,DOID:2834,,,
erythropoietin polycythemia,DOID:2839,is_a,DOID:2834,,,
Jervell-Lange Nielsen syndrome,DOID:2842,is_a,DOID:2843,,,
bruxism,DOID:2846,is_a,DOID:535,,,
hyperthyroxinemia,DOID:2855,is_a,DOID:50,,,
euthyroid sick syndrome,DOID:2856,is_a,DOID:50,,,
hemoglobin C disease,DOID:2859,is_a,DOID:2860,,,
hemoglobinopathy,DOID:2860,is_a,DOID:589,,,
congenital nonspherocytic hemolytic anemia,DOID:2861,is_a,DOID:589,,,
glucosephosphate dehydrogenase deficiency,DOID:2862,is_a,DOID:2978,,,
endometrial adenocarcinoma,DOID:2870,is_a,DOID:2871,,,
endometrial adenocarcinoma,DOID:2870,is_a,DOID:299,,,
endometrial carcinoma,DOID:2871,is_a,DOID:1380,,,
endometrial carcinoma,DOID:2871,is_a,DOID:305,,,
laryngeal squamous cell carcinoma,DOID:2876,is_a,DOID:1749,,,
laryngeal squamous cell carcinoma,DOID:2876,is_a,DOID:2600,,,
larynx sarcoma,DOID:2877,is_a,DOID:1115,,,
larynx sarcoma,DOID:2877,is_a,DOID:2596,,,
nodular degeneration of cornea,DOID:2879,is_a,DOID:1237,,,
endometriosis of uterus,DOID:288,is_a,DOID:289,,,
endometriosis of uterus,DOID:288,is_a,DOID:345,,,
obsolete Hantavirus infectious disease,DOID:2880,renal failure ,SYMP:0000731,,,
obsolete Hantavirus infectious disease,DOID:2880,pulmonary edema ,SYMP:0019151,,,
prostatic adenoma,DOID:2883,is_a,DOID:0060084,,,
prostatic adenoma,DOID:2883,is_a,DOID:0060087,,,
prostatic adenoma,DOID:2883,is_a,DOID:47,,,
benign prostate phyllodes tumor,DOID:2885,is_a,DOID:0060087,,,
prostate leiomyoma,DOID:2887,is_a,DOID:0060087,,,
prostate leiomyoma,DOID:2887,is_a,DOID:127,,,
prostate leiomyoma,DOID:2887,is_a,DOID:47,,,
retrocochlear disease,DOID:2889,is_a,DOID:2742,,,
thyroid adenoma,DOID:2891,is_a,DOID:0060089,,,
thyroid adenoma,DOID:2891,is_a,DOID:50,,,
thyroid adenoma,DOID:2891,is_a,DOID:657,,,
exocervical carcinoma,DOID:2892,is_a,DOID:2893,,,
cervix carcinoma,DOID:2893,is_a,DOID:305,,,
cervix carcinoma,DOID:2893,is_a,DOID:4362,,,
Goldenhar syndrome,DOID:2907,is_a,DOID:225,,,
Treacher Collins syndrome,DOID:2908,is_a,DOID:0050736,,,
Treacher Collins syndrome,DOID:2908,is_a,DOID:225,,,
acute pancreatitis,DOID:2913,is_a,DOID:4989,,,
immune system disease,DOID:2914,is_a,DOID:7,,,
hypersensitivity reaction type IV disease,DOID:2916,is_a,DOID:0060056,,,
lacrimal system cancer,DOID:292,is_a,DOID:1400,,,
lacrimal system cancer,DOID:292,is_a,DOID:2174,,,
membranoproliferative glomerulonephritis,DOID:2920,is_a,DOID:2921,,,
Newcastle disease,DOID:2929,conjunctivitis ,SYMP:0000128,,,
Newcastle disease,DOID:2929,headache ,SYMP:0000504,,,
Newcastle disease,DOID:2929,is_a,DOID:934,,,
lacrimal gland carcinoma,DOID:293,is_a,DOID:294,,,
lacrimal gland carcinoma,DOID:293,is_a,DOID:305,,,
aleutian mink disease,DOID:2934,weight loss ,SYMP:0000178,,,
aleutian mink disease,DOID:2934,hepatomegaly ,SYMP:0000460,,,
aleutian mink disease,DOID:2934,anemia ,SYMP:0000208,,,
aleutian mink disease,DOID:2934,is_a,DOID:934,,,
Chediak-Higashi syndrome,DOID:2935,is_a,DOID:0050737,,,
Chediak-Higashi syndrome,DOID:2935,is_a,DOID:225,,,
Epstein-Barr virus infectious disease,DOID:2938,is_a,DOID:934,,,
lacrimal gland cancer,DOID:294,is_a,DOID:292,,,
severe acute respiratory syndrome,DOID:2945,fever ,SYMP:0000613,,,
severe acute respiratory syndrome,DOID:2945,headache ,SYMP:0000504,,,
severe acute respiratory syndrome,DOID:2945,body aches ,SYMP:0000230,,,
severe acute respiratory syndrome,DOID:2945,dry cough ,SYMP:0000025,,,
severe acute respiratory syndrome,DOID:2945,is_a,DOID:0080599,,,
obsolete Yellow fever virus infectious disease,DOID:2947,fever ,SYMP:0000613,,,
obsolete Yellow fever virus infectious disease,DOID:2947,severe headache ,SYMP:0000130,,,
obsolete Yellow fever virus infectious disease,DOID:2947,muscle ache ,SYMP:0000331,,,
obsolete Yellow fever virus infectious disease,DOID:2947,nausea ,SYMP:0000458,,,
obsolete Yellow fever virus infectious disease,DOID:2947,weakness ,SYMP:0000177,,,
eye carcinoma,DOID:295,is_a,DOID:2174,,,
eye carcinoma,DOID:295,is_a,DOID:305,,,
motion sickness,DOID:2951,is_a,DOID:2952,,,
inner ear disease,DOID:2952,is_a,DOID:2742,,,
pulmonary tuberculosis,DOID:2957,fever ,SYMP:0000613,,,
pulmonary tuberculosis,DOID:2957,cough ,SYMP:0000614,,,
pulmonary tuberculosis,DOID:2957,caseation ,SYMP:0020025,,,
pulmonary tuberculosis,DOID:2957,pleural effusion ,SYMP:0000107,,,
pulmonary tuberculosis,DOID:2957,is_a,DOID:399,,,
pulmonary tuberculosis,DOID:2957,is_a,DOID:850,,,
hyperimmunoglobulin syndrome,DOID:2959,is_a,DOID:2115,,,
mixed lacrimal gland cancer,DOID:296,is_a,DOID:294,,,
photosensitive trichothiodystrophy,DOID:2960,is_a,DOID:0111866,,,
Cockayne syndrome,DOID:2962,is_a,DOID:0050737,,,
Cockayne syndrome,DOID:2962,is_a,DOID:225,,,
periarthritis,DOID:2964,is_a,DOID:2965,,,
pleomorphic adenoma carcinoma,DOID:297,is_a,DOID:8850,,,
renal artery obstruction,DOID:2972,is_a,DOID:2388,,,
kidney cortex necrosis,DOID:2973,is_a,DOID:0080616,,,
cystic kidney disease,DOID:2975,is_a,DOID:557,,,
primary hyperoxaluria,DOID:2977,is_a,DOID:2978,,,
carbohydrate metabolic disorder,DOID:2978,is_a,DOID:655,,,
lacrimal gland adenocarcinoma,DOID:298,is_a,DOID:293,,,
lacrimal gland adenocarcinoma,DOID:298,is_a,DOID:299,,,
kidney papillary necrosis,DOID:2981,is_a,DOID:557,,,
perinephritis,DOID:2982,is_a,DOID:557,,,
anuria,DOID:2983,is_a,DOID:557,,,
IgA glomerulonephritis,DOID:2986,is_a,DOID:2921,,,
adenocarcinoma,DOID:299,is_a,DOID:305,,,
prostate neuroendocrine neoplasm,DOID:2992,is_a,DOID:10283,,,
prostate neuroendocrine neoplasm,DOID:2992,is_a,DOID:169,,,
germ cell cancer,DOID:2994,is_a,DOID:0050687,,,
mixed germ cell-sex cord neoplasm,DOID:2996,is_a,DOID:154,,,
Sertoli-Leydig cell tumor,DOID:2997,is_a,DOID:192,,,
granulosa cell tumor,DOID:2999,is_a,DOID:192,,,
female reproductive endometrioid cancer,DOID:3001,is_a,DOID:120,,,
ovary neuroendocrine neoplasm,DOID:3002,is_a,DOID:169,,,
ovary neuroendocrine neoplasm,DOID:3002,is_a,DOID:2394,,,
nipple benign neoplasm,DOID:3003,is_a,DOID:0060082,,,
breast myoepithelial neoplasm,DOID:3004,is_a,DOID:1612,,,
breast ductal carcinoma,DOID:3007,is_a,DOID:3459,,,
invasive ductal carcinoma,DOID:3008,is_a,DOID:3007,,,
